original_title,genres,popularity,vote_average,vote_count,runtime,release_year
The Indian in the Cupboard,Adventure|Family|Fantasy,0.246552,5.8,62,96,1995
Dangerous Minds,Drama|Crime,0.235135,6.5,128,99,1995
Persuasion,Drama|Romance,0.229751,6.6,12,104,1995
Land and Freedom,Drama|History|War|Romance,0.079703,6.6,28,109,1995
Haunted,Foreign|Horror|Mystery,0.205712,5.8,13,108,1995
Waiting to Exhale,Comedy|Drama|Romance,0.200906,6.1,18,127,1995
A Personal Journey with Martin Scorsese Through American Movies,Documentary,0.194889,8.5,11,225,1995
Le Hussard sur le toit,War|Adventure|Drama|Romance,0.194078,6.4,17,135,1995
Bye Bye Love,Comedy|Romance,0.193125,6.3,10,106,1995
How To Make An American Quilt,Drama|Romance,0.189446,6.6,16,116,1995
The Pebble and the Penguin,Animation|Adventure|Family,0.18332,4.8,11,74,1995
Never Talk to Strangers,Thriller|Romance,0.183034,4.5,15,86,1995
Higher Learning,Romance|Drama|Crime,0.162423,6.5,13,127,1995
Leprechaun 3,Comedy|Fantasy|Horror,0.144385,5.5,16,90,1995
Clockers,Mystery|Crime|Drama,0.141747,6.7,26,128,1995
Darkman II: The Return of Durant,Action|Adventure|Science Fiction|Thriller,0.141372,3.7,19,93,1995
ç»™çˆ¸çˆ¸çš„ä¿¡,Action|Thriller|Crime,0.137344,5.3,11,104,1995
Last of the Dogmen,Adventure|Action|Western|Thriller|Mystery,0.132101,7.0,14,118,1995
White Man's Burden,Drama,0.118215,5.0,14,89,1995
Viaggi di nozze,,0.028874,6.7,44,103,1995
Tales from the Hood,Horror|Thriller,0.105894,5.1,13,98,1995
Forget Paris,Comedy|Drama|Romance,0.114996,5.3,12,101,1995
The Doom Generation,Action|Comedy|Crime|Drama,0.052554,5.3,23,80,1995
Man of the House,Action|Comedy|Family,0.082068,5.4,20,96,1995
Le Bonheur est dans le prÃ©,Comedy,0.064672,7.2,12,106,1995
Forgotten Silver,Comedy|Documentary|Foreign,0.013131,5.4,15,53,1995
Top Dog,Action|Adventure|Comedy|Family|Thriller,0.018196,4.7,10,86,1995
Reservoir Dogs,Crime|Thriller,4.586426,7.9,2018,99,1992
Aladdin,Animation|Family|Comedy|Adventure|Fantasy,3.966538,7.3,2121,90,1992
Home Alone 2: Lost In New York,Comedy|Family|Adventure|Crime,3.822939,6.2,1426,120,1992
Batman Returns,Action|Crime|Fantasy|Science Fiction|Thriller,2.248239,6.5,922,126,1992
AlienÂ³,Science Fiction|Action|Horror,1.919148,6.0,850,114,1992
Lethal Weapon 3,Adventure|Action|Comedy|Thriller|Crime,1.574949,6.1,468,118,1992
Dracula,Romance|Horror,1.432653,6.8,545,128,1992
Army of Darkness,Fantasy|Horror|Comedy,1.375348,7.2,446,81,1992
Under Siege,Action|Thriller,1.283709,5.9,204,103,1992
Death Becomes Her,Fantasy|Comedy,1.221476,6.1,334,104,1992
A Few Good Men,Drama|Thriller,1.199355,6.9,502,138,1992
Wayne's World,Comedy,1.16983,6.5,421,94,1992
Beethoven,Comedy|Family,1.100749,5.6,192,87,1992
Basic Instinct,Thriller|Mystery,1.070577,6.4,444,127,1992
Universal Soldier,Thriller|Action|Science Fiction|Crime,1.014049,5.8,198,102,1992
Glengarry Glen Ross,Crime|Drama|Mystery,0.980566,7.2,148,100,1992
Honey I Blew Up the Kid,Adventure|Comedy|Family|Science Fiction,0.964004,4.8,131,89,1992
Sneakers,Adventure|Drama|Action|Comedy|Thriller,0.883759,6.6,165,126,1992
Bad Lieutenant,Crime|Drama,0.851712,6.3,63,96,1992
Unforgiven,Western,0.84158,7.5,602,131,1992
Sister Act,Music|Comedy,0.834109,6.2,320,100,1992
White Men Can't Jump,Comedy|Drama,0.808779,6.2,155,115,1992
1492: Conquest of Paradise,Action|Adventure|Drama|History,0.782091,6.1,81,154,1992
Pet Sematary II,Horror,0.776089,5.0,50,100,1992
Scent of a Woman,Drama,0.775666,7.1,435,157,1992
Passenger 57,Action|Adventure|Thriller,0.767389,5.4,138,84,1992
Braindead,Horror|Comedy,0.766646,7.4,166,104,1992
Fortress,Action|Thriller|Science Fiction,0.751681,5.4,78,95,1992
A River Runs Through It,Drama,0.745897,6.7,133,123,1992
The Bodyguard,Thriller|Action|Drama|Music|Romance,0.740663,6.1,338,129,1992
Romper Stomper,Action|Drama|Thriller,0.716557,6.5,51,94,1992
Poison Ivy,Thriller,0.702115,5.3,32,93,1992
Peter's Friends,Comedy|Drama,0.700187,6.3,16,101,1992
The Muppet Christmas Carol,Comedy|Family|Fantasy|Drama,0.687197,7.1,96,85,1992
Stop! Or My Mom Will Shoot,Action|Comedy,0.686807,4.6,121,87,1992
Patriot Games,Drama|Action|Thriller|Crime,0.685325,6.0,219,117,1992
The Mighty Ducks,Comedy|Family,0.682353,6.5,101,101,1992
Twin Peaks: Fire Walk with Me,Drama|Mystery,0.67938,6.8,140,125,1992
The Player,Comedy|Drama,0.675696,6.4,75,124,1992
Hellraiser III: Hell on Earth,Horror|Thriller|War,0.651726,5.1,64,93,1992
Malcolm X,Drama|History,0.648937,7.0,201,202,1992
Orlando,Romance|Drama|Fantasy,0.640818,6.0,23,93,1992
School Ties,Drama,0.640275,6.4,52,106,1992
Toys,Fantasy|Comedy|Science Fiction,0.633704,4.9,83,118,1992
Howards End,Drama|Romance,0.596775,6.2,44,140,1992
The Last of the Mohicans,Action|Adventure|Drama|History|Romance,0.566939,6.8,422,112,1992
El Mariachi,Action|Crime|Thriller,0.548648,6.5,116,81,1992
The Hand that Rocks the Cradle,Drama|Thriller,0.539261,6.4,79,110,1992
Bitter Moon,Thriller|Drama|Romance,0.529727,6.9,52,139,1992
Freejack,Science Fiction,0.524767,5.1,37,110,1992
Baraka,Documentary,0.521669,7.6,89,96,1992
Hero,Drama|Comedy|Thriller|Mystery,0.518807,6.2,34,117,1992
City of Joy,Drama,0.499566,6.4,17,132,1992
Damage,Drama|Romance,0.477457,6.6,40,111,1992
Final Analysis,Drama|Thriller|Romance,0.475272,5.7,31,117,1992
Forever Young,Adventure|Fantasy|Drama|Science Fiction|Romance,0.474174,5.8,143,102,1992
Shining Through,Drama|Romance|Thriller,0.468679,6.1,15,132,1992
A League of Their Own,Comedy|Drama|Family,0.467233,6.6,185,128,1992
Of Mice and Men,Drama,0.460532,6.8,66,110,1992
Love Potion No. 9,Comedy|Romance,0.451555,5.4,34,97,1992
My Cousin Vinny,Comedy|Drama,0.440854,7.0,182,120,1992
Cool World,Animation|Comedy|Fantasy,0.440769,5.1,68,102,1992
The Crying Game,Romance|Crime|Drama|Thriller,0.420957,6.7,67,112,1992
FernGully: The Last Rainforest,Fantasy|Animation|Science Fiction|Family,0.541739,6.2,79,76,1992
Boomerang,Drama|Comedy|Romance,0.410039,5.5,69,117,1992
The Lawnmower Man,Horror|Thriller|Science Fiction,0.382463,5.2,82,108,1992
Candyman,Drama|Horror|Thriller,0.397495,6.0,111,99,1992
Chaplin,Drama,0.392092,7.4,113,143,1992
Medicine Man,Adventure,0.38545,5.8,57,106,1992
Beyond The Law,Drama|Thriller,0.452873,5.3,13,108,1992
Housesitter,Comedy|Romance,0.379036,5.5,54,102,1992
Unlawful Entry,Crime|Thriller,0.367997,5.6,25,117,1992
Captain Ron,Action|Adventure|Comedy|Family,0.437073,5.8,29,100,1992
Memoirs of an Invisible Man,Action|Comedy|Drama|Fantasy|Science Fiction,0.354374,5.3,58,99,1992
The Power of One,Drama,0.348536,7.8,15,127,1992
Bob Roberts,Comedy|Drama,0.347179,6.6,15,102,1992
Rapid Fire,Action|Thriller,0.346362,6.2,18,95,1992
Encino Man,Comedy|Family,0.346225,5.6,91,88,1992
Buffy the Vampire Slayer,Action|Comedy|Horror,0.27017,5.2,84,86,1992
Thunderheart,Action|Adventure|Crime|Mystery|Thriller,0.344615,5.6,27,119,1992
The Cutting Edge,Comedy|Drama|Romance,0.310951,6.6,37,101,1992
Far and Away,Adventure|Drama|Romance|Western,0.309976,6.2,153,140,1992
Radio Flyer,Drama,0.303912,6.3,26,114,1992
Juice,Action|Crime|Drama|Thriller,0.296309,7.1,55,96,1992
Singles,Comedy|Drama|Music|Romance,0.358923,6.4,52,99,1992
Seong lung wui,Action|Comedy|Foreign,0.294331,6.3,40,89,1992
Gladiator,Action|Drama,0.291459,5.1,10,101,1992
The Distinguished Gentleman,Comedy,0.283133,5.8,35,112,1992
Single White Female,Thriller,0.278857,6.0,60,107,1992
Dust Devil,Horror|Mystery|Thriller,0.270933,6.2,13,103,1992
Wuthering Heights,Drama|Romance,0.269621,7.0,30,105,1992
American Me,Crime|Drama|Romance,0.266,6.7,12,125,1992
Mr. Baseball,Comedy|Romance,0.265227,5.8,16,108,1992
Critters 4,Thriller|Comedy|Horror|Science Fiction,0.260003,4.4,14,100,1992
A Stranger Among Us,Drama|Romance|Crime,0.140485,5.6,13,110,1992
Dr. Giggles,Comedy|Horror|Mystery|Thriller,0.256639,4.5,14,95,1992
Sleepwalkers,Fantasy|Thriller|Horror,0.250137,4.9,43,91,1992
Prelude to a Kiss,Drama|Comedy|Romance,0.23666,5.0,11,105,1992
3 Ninjas,Adventure|Action|Family|Comedy,0.233105,5.5,44,84,1992
Split Second,Thriller|Action|Horror|Science Fiction|Crime,0.230129,5.6,31,90,1992
Jennifer Eight,Crime|Drama|Mystery,0.220131,5.6,34,124,1992
Leap of Faith,Comedy|Drama|Romance,0.218442,4.8,21,108,1992
Honeymoon in Vegas,Action|Comedy|Romance|Thriller,0.217364,5.8,39,96,1992
Knight Moves,Mystery|Thriller,0.21162,5.9,27,116,1992
White Sands,Action|Crime|Drama|Mystery|Thriller,0.345107,5.2,10,101,1992
Tom and Jerry: The Movie,Animation|Family,0.198525,5.7,48,84,1992
Deep Cover,Action|Thriller|Crime,0.134051,6.2,15,107,1992
Newsies,Drama|Music|Family,0.19357,6.2,33,121,1992
Diggstown,Action|Comedy|Drama,0.089502,6.3,11,98,1992
The Mambo Kings,Drama|Music,0.202017,5.6,11,104,1992
Raising Cain,Drama|Horror|Thriller|Crime,0.47175,5.5,16,91,1992
Trespass,Action|Adventure|Crime|Thriller,0.180399,5.9,14,101,1992
Husbands and Wives,Romance|Comedy|Drama,0.466927,5.9,38,108,1992
Nemesis,Science Fiction|Thriller,0.155454,5.0,19,94,1992
Kuffs,Action|Comedy|Crime,0.153994,5.5,30,102,1992
Innocent Blood,Comedy|Horror|Thriller|Crime,0.139537,6.4,16,112,1992
The Babe,Drama,0.148185,5.5,16,115,1992
Sidekicks,Action|Adventure|Drama|Family,0.144296,5.7,15,101,1992
Un CÅ“ur en Hiver,Drama|Romance,0.138521,7.1,15,105,1992
Mo' Money,Action|Comedy|Thriller|Crime|Romance,0.137921,5.8,16,97,1992
Hoffa,Crime|History,0.13229,5.8,31,140,1992
Belle Ã‰poque,Comedy|Drama|Foreign|Romance,0.128025,6.9,13,109,1992
Lorenzo's Oil,Drama,0.234375,6.2,52,135,1992
Xiao ao jiang hu zhi: Dong Fang Bu Bai,Action|Fantasy,0.094497,6.6,18,107,1992
Io speriamo che me la cavo,Comedy|Foreign,0.077819,6.4,27,100,1992
Strictly Ballroom,Comedy|Drama|Romance,0.063684,6.3,33,94,1992
LadyBugs,Comedy|Family,0.049061,5.7,18,90,1992
Stay Tuned,Comedy|Fantasy,0.342334,6.4,19,87,1992
Bill Hicks: Relentless,Comedy,0.035384,8.4,10,61,1992
Blown Away,Drama|Romance|Thriller,0.028515,4.8,11,93,1992
Pure Country,Drama|Music|Romance,0.074004,7.3,12,112,1992
Mom and Dad Save the World,Adventure|Comedy|Family|Science Fiction,0.071358,4.8,10,88,1992
Gayniggers from Outer Space,Comedy|Science Fiction,0.006863,4.0,11,26,1992
Raiders of the Lost Ark,Adventure|Action,4.5783,7.5,2506,115,1981
Private Lessons,Romance|Comedy,1.94717,6.1,10,87,1981
For Your Eyes Only,Adventure|Action|Thriller,1.771093,6.0,268,127,1981
The Fox and the Hound,Adventure|Animation|Drama|Family,1.278646,6.9,498,82,1981
Mad Max 2,Adventure|Action|Thriller|Science Fiction,1.248748,7.1,501,95,1981
History of the World: Part I,Comedy,1.114068,6.3,91,92,1981
An American Werewolf in London,Horror|Comedy,1.055415,7.0,284,97,1981
Heavy Metal,Animation|Science Fiction,1.029422,6.3,73,90,1981
The Evil Dead,Horror,1.021218,7.2,426,85,1981
Escape from New York,Science Fiction|Action,1.003963,6.5,336,99,1981
Excalibur,Adventure,0.995357,6.5,107,140,1981
On Golden Pond,Drama,0.683132,6.6,28,109,1981
Chariots of Fire,Drama|History,0.6599,6.6,93,123,1981
Friday the 13th Part 2,Horror|Thriller,0.61576,6.2,134,87,1981
Southern Comfort,Action|Drama|History|Thriller,0.614293,5.8,17,105,1981
Gallipoli,Adventure|War|Drama|History,0.592041,7.0,42,112,1981
Halloween II,Horror|Thriller,0.564939,6.4,162,92,1981
The Postman Always Rings Twice,Romance|Crime|Drama,0.521554,6.3,36,122,1981
Arthur,Comedy|Drama|Romance,0.514549,6.4,45,97,1981
Road Games,Thriller|Horror|Mystery,0.510003,5.8,12,101,1981
Endless Love,Romance|Drama,0.502896,5.5,16,116,1981
Porky's,Comedy,0.473893,6.0,75,94,1981
Reds,Drama|History,0.469885,6.5,25,195,1981
The Cannonball Run,Comedy,0.439555,6.3,64,95,1981
Absence of Malice,Drama|Romance|Thriller,0.426376,6.8,16,116,1981
Time Bandits,Family|Fantasy|Science Fiction|Adventure|Comedy,0.41618,6.1,112,116,1981
Scanners,Horror|Science Fiction|Thriller,0.390801,6.2,93,103,1981
Victory,Action|Drama,0.383124,6.5,73,116,1981
Thief,Action|Crime|Drama|Thriller,0.374104,7.0,41,122,1981
Piranha Part Two: The Spawning,Horror|Drama|Romance,0.346695,4.8,14,84,1981
Stripes,Action|Comedy,0.435412,6.5,108,106,1981
Outland,Science Fiction,0.336233,5.7,62,112,1981
Le Professionnel,Action|Adventure|Thriller,0.332694,6.8,32,108,1981
Omen III: The Final Conflict,Drama|Horror|Thriller,0.325065,5.7,54,108,1981
Dead & Buried,Horror|Mystery,0.312053,5.9,18,94,1981
Blow Out,Drama|Mystery|Thriller,0.308408,7.4,90,108,1981
Queen - Rock Montreal,Music,0.302908,8.5,14,138,1981
Death Hunt,Action|Drama,0.300086,5.0,10,97,1981
Garde Ã  vue,Crime|Drama|Mystery|Thriller,0.299056,6.9,13,88,1981
Ragtime,Drama,0.294276,6.0,11,155,1981
Dragonslayer,Fantasy,0.29368,6.7,21,108,1981
Nice Dreams,Comedy,0.267848,6.7,13,88,1981
The French Lieutenant's Woman,Drama|Romance,0.266009,6.7,12,124,1981
The Howling,Drama|Horror,0.265411,6.3,58,91,1981
Nighthawks,Action|Crime|Thriller,0.251658,6.6,42,99,1981
My Dinner with AndrÃ©,Comedy|Drama,0.244096,7.6,34,110,1981
Taps,Drama,0.237765,6.3,35,126,1981
Ms .45,Horror|Crime|Drama|Thriller,0.237359,5.5,23,81,1981
Eye of the Needle,Action|Drama|Romance|Thriller,0.084715,5.9,20,112,1981
Cannibal Ferox,Adventure|Horror,0.210765,4.8,21,93,1981
Clash of the Titans,Adventure|Fantasy|Family,0.20326,6.7,96,118,1981
Lion of the Desert,Action|History|War,0.193253,7.3,17,173,1981
The Great Muppet Caper,Crime|Family|Comedy,0.177964,6.8,34,95,1981
Cutter's Way,Drama|Mystery|Thriller|Crime,0.136609,5.5,12,105,1981
Sharky's Machine,Crime|Drama|Action|Thriller,0.1761,5.9,14,122,1981
Student Bodies,Comedy|Horror|Mystery,0.14098,4.8,13,86,1981
Galaxy of Terror,Action|Adventure|Horror|Science Fiction,0.174968,5.1,13,81,1981
Condorman,Comedy|Action|Adventure,0.164888,6.1,20,90,1981
Ghost Story,Drama|Horror|Thriller,0.169913,5.7,10,110,1981
The Burning,Horror|Thriller,0.196736,5.9,38,91,1981
Happy Birthday to Me,Drama|Horror|Thriller|Mystery,0.166441,5.8,11,110,1981
The Funhouse,Horror,0.161586,6.0,17,96,1981
"Bianco, rosso e Verdone",Comedy,0.09047,6.6,34,110,1981
Looker,Science Fiction|Thriller,0.156406,4.2,10,94,1981
Caveman,Comedy|Adventure,0.143798,5.9,12,91,1981
Hell Night,Horror,0.128101,5.9,15,101,1981
My Bloody Valentine,Thriller|Horror|Mystery,0.123622,6.4,21,90,1981
Mommie Dearest,Drama,0.207373,6.0,13,129,1981
Wolfen,Drama|Horror|Thriller,0.100612,5.6,18,115,1981
Neighbors,Comedy,0.049718,4.4,14,94,1981
Dark Night of the Scarecrow,TV Movie|Horror|Mystery,0.089413,4.6,10,96,1981
American Pop,Animation|Music,0.087937,6.4,14,96,1981
The Decline of Western Civilization,Documentary|Music,0.071421,7.2,16,100,1981
Gregory's Girl,Comedy|Romance,0.069544,6.2,13,91,1981
Bloody Birthday,Horror|Thriller,0.064153,6.0,12,85,1981
The Incredible Shrinking Woman,Comedy|Family|Science Fiction,0.062235,4.7,13,88,1981
Continental Divide,Comedy|Romance,0.062202,4.5,11,103,1981
"Vernon, Florida",Documentary,0.047479,5.1,11,55,1981
The Prowler,Thriller|Horror|Mystery,0.059877,6.0,14,89,1981
Enter the Ninja,Crime|Action|Drama,0.046679,5.5,11,100,1981
Prince of the City,Drama|Thriller|Crime,0.254886,6.6,17,167,1981
The Hitch Hikers Guide to the Galaxy,Adventure|Comedy|Science Fiction,0.150674,6.5,17,150,1981
Independence Day,Action|Adventure|Science Fiction,4.480733,6.6,2000,145,1996
Mission: Impossible,Adventure|Action|Thriller,3.293387,6.5,1754,110,1996
Trainspotting,Drama|Crime,2.94792,7.6,1163,93,1996
Fargo,Crime|Drama|Thriller,2.775756,7.6,1093,98,1996
The Rock,Action|Adventure|Thriller,2.055908,6.8,930,136,1996
Mars Attacks!,Comedy|Fantasy|Science Fiction,2.036325,5.9,806,106,1996
Romeo + Juliet,Drama|Romance,1.920156,6.6,754,120,1996
The Hunchback of Notre Dame,Family|Fantasy|Animation,1.894423,6.6,605,91,1996
Aladdin and the King of Thieves,Adventure|Animation|Family,1.84108,6.2,308,81,1996
Space Jam,Animation|Comedy|Drama|Family|Fantasy,1.617244,6.3,677,88,1996
Eraser,Action|Drama|Mystery|Thriller,1.585785,5.5,306,115,1996
101 Dalmatians,Comedy|Family,1.419885,5.5,367,103,1996
Phenomenon,Drama|Fantasy|Romance|Science Fiction,1.392981,6.0,164,123,1996
From Dusk Till Dawn,Horror|Action|Thriller|Crime,1.353504,6.9,863,108,1996
A Time to Kill,Crime|Drama|Thriller,1.325627,7.0,263,149,1996
Star Trek: First Contact,Science Fiction|Action|Adventure|Thriller,1.323991,6.8,426,111,1996
Happy Gilmore,Comedy,1.303236,6.4,435,92,1996
Jingle All the Way,Comedy|Family,1.294658,5.5,306,89,1996
Scream,Crime|Horror|Mystery,1.286189,6.9,779,111,1996
The Long Kiss Goodnight,Action|Crime|Drama|Mystery|Thriller,1.255866,6.4,164,120,1996
Jerry Maguire,Comedy|Drama|Romance,1.117552,6.5,561,139,1996
Matilda,Comedy|Family|Fantasy,1.108452,6.8,451,98,1996
DragonHeart,Fantasy,1.108366,6.1,273,103,1996
The Nutty Professor,Fantasy|Comedy|Romance|Science Fiction,1.10451,5.4,334,95,1996
Daylight,Action|Adventure|Thriller,1.056168,5.6,189,115,1996
The Quest,Action|Adventure,1.049888,5.1,63,95,1996
Chain Reaction,Adventure,1.04502,5.3,153,107,1996
The English Patient,Drama|Romance|War,1.044304,6.9,287,162,1996
Executive Decision,Action|Adventure|Drama|Thriller,1.000489,5.5,128,133,1996
Twister,Action|Adventure|Drama,0.975473,5.9,546,113,1996
Ransom,Action|Thriller,0.962736,6.2,235,117,1996
D3: The Mighty Ducks,Action|Comedy|Drama|Family,0.944667,5.4,53,104,1996
The Cable Guy,Comedy|Drama|Thriller,0.938162,5.4,283,96,1996
Sleepers,Crime|Drama|Thriller,0.928256,7.2,371,147,1996
The Frighteners,Horror|Comedy,0.923851,6.5,184,110,1996
Broken Arrow,Action|Adventure|Drama|Thriller,0.902697,5.5,244,108,1996
Crash,Drama|Thriller|Romance,0.892349,6.4,91,100,1996
Escape from L.A.,Action|Adventure|Science Fiction|Thriller,0.891372,5.4,189,97,1996
The People vs. Larry Flynt,Drama,0.870461,6.5,122,129,1996
The Arrival,Action|Mystery|Science Fiction|Thriller,0.862047,5.7,82,115,1996
Bound,Romance|Drama|Thriller|Crime,0.833267,6.5,100,108,1996
Swingers,Comedy|Romance,0.802896,6.9,129,94,1996
Striptease,Drama|Thriller|Crime,0.794822,4.4,108,115,1996
The Fan,Drama|Mystery|Thriller,0.79243,5.6,103,116,1996
Jack,Comedy|Drama|Science Fiction,0.779012,5.8,171,113,1996
Primal Fear,Crime|Drama|Mystery|Thriller,0.759509,7.3,317,129,1996
Barb Wire,Action|Science Fiction,0.748964,4.2,54,98,1996
Courage Under Fire,Drama|Thriller|Mystery|War,0.745574,6.1,134,117,1996
Everyone Says I Love You,Drama|Comedy|Romance,0.737519,6.3,69,101,1996
That Thing You Do!,Comedy|Drama,0.730181,6.8,120,108,1996
Thinner,Horror|Thriller,0.708074,5.1,55,92,1996
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy,0.701814,6.4,80,89,1996
2 Days in the Valley,Comedy|Crime,0.694371,5.6,31,104,1996
Set  It Off,Drama|Action|Crime,0.693264,7.0,37,118,1996
The Portrait of a Lady,Drama|Romance,0.692109,6.3,28,144,1996
The Craft,Fantasy|Drama|Horror|Thriller,0.690292,6.2,184,101,1996
House Arrest,Comedy|Family,0.682367,5.1,15,108,1996
One Fine Day,Comedy|Romance,0.682275,5.7,71,108,1996
Hellraiser: Bloodline,Horror|Thriller|Science Fiction,0.670801,4.8,52,86,1996
Down Periscope,Comedy,0.649357,5.8,54,92,1996
Kingpin,Comedy,0.642274,6.4,126,113,1996
The Preacher's Wife,Fantasy|Drama|Comedy|Science Fiction|Romance,0.635964,5.5,33,124,1996
Foxfire,Action|Drama|Thriller,0.630167,6.2,15,102,1996
The Glimmer Man,Action|Adventure|Crime|Drama|Thriller,0.623818,4.5,52,92,1996
Bulletproof,Action|Adventure|Comedy|Thriller,0.618796,5.2,78,84,1996
The Truth About Cats & Dogs,Comedy|Romance,0.581975,5.5,41,93,1996
Bordello of Blood,Horror|Comedy,0.578849,4.9,27,87,1996
Evita,History|Drama|Music,0.576744,5.9,59,134,1996
Head Above Water,Comedy|Thriller,0.573672,5.5,22,92,1996
City Hall,Drama|Thriller,0.571393,5.9,31,111,1996
Fear,Drama|Thriller|Romance,0.569297,6.2,74,97,1996
Flirting with Disaster,Comedy|Romance,0.566517,6.2,28,92,1996
Beautiful Thing,Comedy|Drama|Romance,0.565953,7.0,35,90,1996
Albino Alligator,Crime|Drama|Thriller,0.559817,5.8,17,97,1996
Multiplicity,Comedy|Fantasy|Science Fiction,0.551009,5.2,73,117,1996
Basquiat,Drama|History,0.548582,6.7,53,108,1996
Hak Hap,Action,0.544411,5.8,25,89,1996
The Substitute,Action|Thriller,0.541018,5.9,28,114,1996
Last Man Standing,Action|Crime|Drama|Thriller,0.537577,6.0,131,101,1996
Maximum Risk,Action|Adventure|Thriller,0.537381,5.1,52,100,1996
Fled,Action|Comedy|Thriller,0.529152,5.3,20,98,1996
The Associate,Comedy,0.526025,6.4,20,114,1996
Two Much,Comedy|Romance,0.524241,5.1,12,118,1996
She's the One,Comedy|Romance,0.519242,5.7,42,96,1996
Jane Eyre,Drama|Romance,0.512197,6.8,21,112,1996
Eye for an Eye,Drama|Thriller,0.506901,6.1,28,101,1996
Beavis and Butt-Head Do America,Animation|Comedy,0.49394,6.2,99,81,1996
The Crow: City of Angels,Action|Fantasy|Thriller,0.491539,5.7,69,84,1996
The Crucible,Drama|History,0.490146,6.3,57,124,1996
Poison Ivy II: Lily,Drama|Thriller|Romance,0.488458,4.3,15,106,1996
Bottle Rocket,Comedy|Crime|Drama,0.481121,6.7,128,91,1996
James and the Giant Peach,Adventure|Animation|Family,0.478051,6.1,222,79,1996
Muppet Treasure Island,Action|Comedy|Music|Family|Adventure,0.477835,6.2,50,100,1996
Emma,Comedy|Drama|Romance,0.477489,6.5,77,121,1996
The Birdcage,Comedy,0.473009,6.8,149,117,1996
Tin Cup,Comedy|Drama|Romance,0.471398,5.6,64,135,1996
High School High,Comedy,0.471176,5.3,23,86,1996
The First Wives Club,Comedy,0.468045,6.4,80,103,1996
The Land Before Time IV: Journey Through the Mists,Family|Animation|Adventure,0.467664,5.6,36,74,1996
Kama Sutra - A Tale of Love,Drama|History|Romance,0.459939,6.1,20,117,1996
